campaign_id,point_id,carrier,time_band,tier,profile_id,kpi,n,median,mean,cv_percent,unstable,low_confidence,cv_not_computable_reason,implausible_values,scenario_intrinsic_jitter,scenario_jitter_reason,synthetic
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,12,24.564999999999998,24.61916666666667,2.624605012255728,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,13,24.59,24.679230769230767,2.71702288769011,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,15,37.47,37.66466666666667,2.478232986055296,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,15,37.47,37.66466666666667,2.478232986055296,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,15,37.47,37.66466666666667,2.478232986055296,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,13,27.86,27.86076923076923,1.8713903988517615,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,15,27.86,27.846666666666668,2.0606777809676973,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,27.86,27.846666666666668,2.0606777809676973,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,15,34.3,33.34466666666667,6.683958295030373,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,13,34.3,33.363846153846154,6.491932481345207,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,14,33.43,33.23285714285714,6.8269780042653645,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,13,25.74,24.921538461538464,6.387460636752035,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,14,24.784999999999997,24.80785714285714,6.39240141764918,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,13,23.83,24.775384615384613,6.748404047483582,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,15,39.25,37.757333333333335,6.66923964605608,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,15,39.25,37.757333333333335,6.66923964605608,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,14,39.445,38.01357142857143,6.3179731871109635,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,15,28.79,28.291333333333334,7.642392538023243,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,14,28.39,28.255714285714284,7.9247034386949995,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,14,27.725,28.160714285714285,7.746510039767658,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,14,49.8,49.76428571428572,2.373086438565591,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,15,49.73,49.63466666666667,2.505911882746026,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,14,49.61,49.541428571428575,2.4931803265902093,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,15,36.92,36.98066666666667,1.9319757255634475,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,15,36.92,36.98066666666667,1.9319757255634475,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,36.92,36.98066666666667,1.9319757255634475,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,15,56.31,56.455333333333336,3.039150417723094,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,15,56.31,56.455333333333336,3.039150417723094,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,13,57.05,56.71307692307692,2.9226862419065514,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,15,41.42,41.17733333333333,2.256536147811189,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,13,41.52,41.244615384615386,2.336684833022932,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,41.42,41.17733333333333,2.256536147811189,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s1_chat,u1_goodput_mbps,28,38.845,38.776428571428575,4.87093407640826,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,29,38.64,38.736551724137925,5.154220240457645,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,29,38.32,38.707931034482755,5.2800900781952,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s1_chat,u1_goodput_mbps,29,42.3,42.322758620689655,5.254189082920332,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,28,42.225,42.54571428571428,5.14606444171016,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,30,42.36,42.538000000000004,4.573735732641085,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s1_chat,u1_goodput_mbps,27,36.71,36.69518518518518,4.232623129583716,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,30,37.0,37.269666666666666,3.995379707676084,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,25,36.64,36.972,5.122894878476428,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s1_chat,u1_goodput_mbps,27,40.83,41.0325925925926,4.499246105744465,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,27,40.69,40.54962962962963,5.16294051675472,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,26,41.894999999999996,41.01615384615385,5.61687180203032,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s1_chat,u1_goodput_mbps,27,37.28,36.95111111111111,4.716756669232257,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,30,36.305,36.41766666666667,4.450860276778618,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,27,37.25,37.00814814814815,4.641385549940806,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s1_chat,u1_goodput_mbps,22,40.9,40.54681818181818,3.703569647530468,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,27,40.95,40.9537037037037,4.0896415705919535,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,29,41.37,41.0996551724138,4.483400279371322,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s1_chat,u1_goodput_mbps,29,35.33,35.14103448275862,5.16261604150912,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,29,34.68,35.05275862068965,5.056117368076548,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,30,35.03,34.961,4.487939651408956,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s1_chat,u1_goodput_mbps,25,39.38,39.426,4.052326329653058,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,28,39.14,38.975,3.8031347785703744,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,28,39.06,39.23964285714286,4.080089045904973,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s1_chat,u1_goodput_mbps,15,35.73,36.02933333333333,3.4116029884030166,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,13,36.58,36.42846153846154,3.144911303659442,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,15,35.18,34.61533333333333,5.397945578590217,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s1_chat,u1_goodput_mbps,13,40.09,40.37461538461538,4.897454030525648,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,14,41.15,40.71714285714285,4.357946602240519,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,14,40.515,39.91857142857143,4.632823311030464,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s1_chat,u1_goodput_mbps,13,34.33,34.18076923076923,3.561886071257002,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,14,33.81,33.410000000000004,4.281612505340923,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,15,33.69,33.526666666666664,4.47682876365422,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s1_chat,u1_goodput_mbps,13,38.8,38.20153846153846,5.023087189479137,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,15,39.27,39.464000000000006,3.381311783273691,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,15,38.75,38.142,4.461556431299647,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s1_chat,u1_goodput_mbps,14,32.43,34.78785714285714,20.749756057002912,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,12,40.905,37.799166666666665,21.1027515064403,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,13,35.06,36.46230769230769,18.079419546946266,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s1_chat,u1_goodput_mbps,13,37.77,37.63384615384616,12.336886598083744,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,15,38.57,40.198,21.531185649630867,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,15,41.52,42.36666666666667,17.555283811729527,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s1_chat,u1_goodput_mbps,14,31.564999999999998,34.363571428571426,20.262143944549937,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,14,38.644999999999996,37.388571428571424,18.013401368214684,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,13,34.48,34.69769230769231,15.982295990044488,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s1_chat,u1_goodput_mbps,13,38.29,37.621538461538464,19.084632894117508,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,13,38.45,37.90384615384615,8.22112743689361,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,15,39.24,39.72533333333333,21.05613358166501,True,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s1_chat,u1_goodput_mbps,13,33.95,33.51769230769231,5.782861388606059,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,14,33.785,33.14928571428571,6.390476475121183,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,15,33.42,33.3,5.502032106357099,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s1_chat,u1_goodput_mbps,15,38.46,38.82,4.477591551996187,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,15,37.16,37.46333333333334,4.280040113467151,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,15,38.37,37.82866666666666,4.371383542434391,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s1_chat,u1_goodput_mbps,13,32.8,32.58538461538462,3.952175570337847,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,14,31.57,31.687142857142856,3.162823971483939,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,15,31.23,31.332666666666668,4.033708979047698,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s1_chat,u1_goodput_mbps,14,35.57,35.38142857142857,4.6374910243223875,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,14,36.72,36.20357142857143,4.514218081671705,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,14,36.325,36.480000000000004,4.401528034900257,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s1_chat,u1_goodput_mbps,15,32.87,32.574,5.851399205125009,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,14,33.06,32.605714285714285,5.654796269393524,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,14,32.895,32.795,6.007671060311639,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s1_chat,u1_goodput_mbps,14,37.165,37.145714285714284,5.0431151241706464,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,12,37.955,37.975,3.653804201210733,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,13,37.28,37.20538461538462,6.456617712466496,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s1_chat,u1_goodput_mbps,15,30.47,30.432000000000002,4.612245125762928,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,15,31.3,31.316666666666666,3.8296326628385016,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,15,30.56,30.737333333333332,4.8289687123856835,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s1_chat,u1_goodput_mbps,13,35.36,35.44307692307692,4.633447050026776,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,15,35.26,35.484,4.646624471897824,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,15,35.57,35.989333333333335,4.7441885004648165,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s1_chat,u1_goodput_mbps,15,32.19,32.33266666666667,4.803530888241225,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,13,33.14,32.82923076923077,4.238329352333205,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,14,32.34,32.40428571428571,4.966844854246962,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s1_chat,u1_goodput_mbps,13,36.33,36.347692307692306,3.0341567750864793,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,14,37.035,37.065,3.9943838132126763,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,13,37.17,36.92,5.4770966322702375,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s1_chat,u1_goodput_mbps,15,30.98,30.708000000000002,7.349863577390939,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,15,31.08,31.243333333333332,5.211509013187165,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,14,30.825,30.634285714285713,5.677885625420942,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s1_chat,u1_goodput_mbps,15,35.23,35.14266666666666,6.931333919068597,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,14,34.905,35.125,4.180018610591286,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,14,34.245,34.47785714285714,4.465014585156228,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s1_chat,u1_goodput_mbps,14,26.57,26.804285714285715,4.26706786915239,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s2_coding_agent,u1_goodput_mbps,15,27.0,27.031333333333336,4.760649356898627,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s3_multimodal,u1_goodput_mbps,14,26.82,26.744285714285716,5.26815894019217,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s1_chat,u1_goodput_mbps,15,30.35,30.908666666666665,4.433187403069619,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s2_coding_agent,u1_goodput_mbps,15,31.82,31.791333333333334,4.51811427058479,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s3_multimodal,u1_goodput_mbps,15,30.96,31.170666666666666,4.021959407046526,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s1_chat,u1_goodput_mbps,15,24.58,24.465333333333334,4.610656902852626,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s2_coding_agent,u1_goodput_mbps,15,24.92,24.814666666666668,4.624404984551738,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s3_multimodal,u1_goodput_mbps,13,24.61,24.983076923076922,5.606113108827266,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s1_chat,u1_goodput_mbps,15,29.11,28.904,4.641930555948363,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s2_coding_agent,u1_goodput_mbps,13,29.74,29.763076923076923,2.9937528524705423,False,False,,,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s3_multimodal,u1_goodput_mbps,15,29.38,29.267999999999997,5.620197659271062,False,False,,,False,not_applicable,True
